Industry,Country,Year,Attack_Type,Canonical_Attack_Vector,Data_Type,Records_Compromised,Employee_Count,Security_Budget_Million_USD,Financial_Impact_Million_USD,Recovery_Time_Days,Incident_Severity,Baseline_Industry_Cost_Million_USD,Per_Record_Cost_USD,Estimated_Financial_Impact_Million_USD,Baseline_Source,PerRecord_Source,Source_Tag
Retail,USA,2016,Malware,unknown,pii_customer,894935,23000,8.9,32.89,31,3,3.798,100.0,32.89,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2017,SQL Injection,unknown,pii_customer,277555,10700,19.2,21.66,45,4,8.44,100.0,21.66,IBM_Global×Multiplier,,LEAN
Education,Australia,2024,Ransomware,vulnerability exploit,pii_customer,461012,3400,2.1,85.86,38,3,3.376,100.0,85.86,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2021,SQL Injection,unknown,pii_customer,599291,45000,34.5,80.23,55,4,4.22,100.0,80.23,IBM_Global×Multiplier,,LEAN
Government,Australia,2016,Man-in-the-Middle,vulnerability exploit,pii_customer,163602,2300,8.9,31.92,26,3,4.22,100.0,31.92,IBM_Global×Multiplier,,LEAN
Government,UK,2021,SQL Injection,unknown,pii_customer,986196,2300,8.9,39.03,11,1,4.22,100.0,39.03,IBM_Global×Multiplier,,LEAN
Retail,France,2024,Ransomware,unknown,pii_customer,349008,23000,8.9,99.03,20,2,3.798,100.0,99.03,IBM_Global×Multiplier,,LEAN
Retail,Germany,2022,SQL Injection,unknown,pii_customer,559667,23000,8.9,25.1,69,4,3.798,100.0,25.1,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2018,DDoS,unknown,pii_customer,335628,10700,19.2,67.27,20,2,8.44,100.0,67.27,IBM_Global×Multiplier,,LEAN
Education,Germany,2016,Ransomware,vulnerability exploit,pii_customer,385363,3400,2.1,29.89,22,2,3.376,100.0,29.89,IBM_Global×Multiplier,,LEAN
Education,USA,2021,Man-in-the-Middle,unknown,pii_customer,945793,3400,2.1,15.92,32,3,3.376,100.0,15.92,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2016,SQL Injection,unknown,pii_customer,595950,45000,34.5,95.93,11,1,4.22,100.0,95.93,IBM_Global×Multiplier,,LEAN
Education,Japan,2022,DDoS,unknown,pii_customer,756722,3400,2.1,12.61,15,1,3.376,100.0,12.61,IBM_Global×Multiplier,,LEAN
Government,Australia,2024,Ransomware,unknown,pii_customer,594424,2300,8.9,39.92,54,4,4.22,100.0,39.92,IBM_Global×Multiplier,,LEAN
Retail,China,2015,Malware,unknown,pii_customer,457790,23000,8.9,19.36,39,3,3.798,100.0,19.36,IBM_Global×Multiplier,,LEAN
Telecommunications,China,2024,Ransomware,unknown,pii_customer,549337,45000,34.5,70.47,63,4,4.22,100.0,70.47,IBM_Global×Multiplier,,LEAN
Healthcare,France,2023,Malware,vulnerability exploit,pii_customer,714681,10700,19.2,53.34,34,3,8.44,100.0,53.34,IBM_Global×Multiplier,,LEAN
Government,India,2022,Malware,unknown,pii_customer,849745,2300,8.9,84.15,51,4,4.22,100.0,84.15,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2019,SQL Injection,unknown,pii_customer,826256,8900,12.3,27.64,50,4,4.22,100.0,27.64,IBM_Global×Multiplier,,LEAN
IT,UK,2017,DDoS,unknown,pii_customer,617543,8900,12.3,9.01,43,4,4.22,100.0,9.01,IBM_Global×Multiplier,,LEAN
Banking,USA,2017,SQL Injection,unknown,pii_customer,895507,8900,12.3,9.08,52,4,4.22,100.0,9.08,IBM_Global×Multiplier,,LEAN
Healthcare,UK,2020,SQL Injection,unknown,pii_customer,2233,10700,19.2,67.9,45,4,8.44,100.0,67.9,IBM_Global×Multiplier,,LEAN
Government,Japan,2022,Phishing,vulnerability exploit,pii_customer,76776,2300,8.9,71.12,42,4,4.22,100.0,71.12,IBM_Global×Multiplier,,LEAN
Retail,China,2019,Ransomware,unknown,pii_customer,175261,23000,8.9,6.08,64,4,3.798,100.0,6.08,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2016,Man-in-the-Middle,vulnerability exploit,pii_customer,746369,10700,19.2,90.85,30,3,8.44,100.0,90.85,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2017,Malware,vulnerability exploit,pii_customer,563706,10700,19.2,77.32,35,3,8.44,100.0,77.32,IBM_Global×Multiplier,,LEAN
Healthcare,India,2022,DDoS,vulnerability exploit,pii_customer,254980,10700,19.2,12.01,58,4,8.44,100.0,12.01,IBM_Global×Multiplier,,LEAN
Education,Russia,2021,Malware,vulnerability exploit,pii_customer,869574,3400,2.1,0.54,16,1,3.376,100.0,0.54,IBM_Global×Multiplier,,LEAN
IT,Russia,2015,Malware,unknown,pii_customer,282598,8900,12.3,95.33,21,2,4.22,100.0,95.33,IBM_Global×Multiplier,,LEAN
Telecommunications,Brazil,2023,Malware,unknown,pii_customer,422623,45000,34.5,62.77,55,4,4.22,100.0,62.77,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2021,Malware,vulnerability exploit,pii_customer,937717,10700,19.2,83.06,56,4,8.44,100.0,83.06,IBM_Global×Multiplier,,LEAN
Telecommunications,India,2021,Man-in-the-Middle,unknown,pii_customer,416077,45000,34.5,71.64,39,3,4.22,100.0,71.64,IBM_Global×Multiplier,,LEAN
Banking,Australia,2019,Man-in-the-Middle,unknown,pii_customer,112313,8900,12.3,47.67,63,4,4.22,100.0,47.67,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2017,Man-in-the-Middle,unknown,pii_customer,799971,45000,34.5,79.72,63,4,4.22,100.0,79.72,IBM_Global×Multiplier,,LEAN
Retail,Japan,2018,Man-in-the-Middle,unknown,pii_customer,690595,23000,8.9,47.11,71,4,3.798,100.0,47.11,IBM_Global×Multiplier,,LEAN
Government,India,2017,Man-in-the-Middle,vulnerability exploit,pii_customer,713419,2300,8.9,69.69,70,4,4.22,100.0,69.69,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2022,Man-in-the-Middle,unknown,pii_customer,707365,10700,19.2,81.31,38,3,8.44,100.0,81.31,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2016,Malware,vulnerability exploit,pii_customer,155059,10700,19.2,83.88,29,3,8.44,100.0,83.88,IBM_Global×Multiplier,,LEAN
Banking,Russia,2022,Phishing,unknown,pii_customer,923558,8900,12.3,85.01,41,3,4.22,100.0,85.01,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2022,DDoS,unknown,pii_customer,239313,45000,34.5,20.55,6,1,4.22,100.0,20.55,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2023,Ransomware,unknown,pii_customer,874485,45000,34.5,60.08,48,4,4.22,100.0,60.08,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2016,SQL Injection,unknown,pii_customer,90895,10700,19.2,46.95,29,3,8.44,100.0,46.95,IBM_Global×Multiplier,,LEAN
Retail,China,2015,Man-in-the-Middle,unknown,pii_customer,529593,23000,8.9,47.2,64,4,3.798,100.0,47.2,IBM_Global×Multiplier,,LEAN
Government,Germany,2018,Phishing,unknown,pii_customer,610201,2300,8.9,46.92,72,4,4.22,100.0,46.92,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2021,DDoS,unknown,pii_customer,863623,45000,34.5,1.98,24,2,4.22,100.0,1.98,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2018,Malware,unknown,pii_customer,755771,10700,19.2,14.28,44,4,8.44,100.0,14.28,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2021,SQL Injection,unknown,pii_customer,164032,45000,34.5,66.23,5,1,4.22,100.0,66.23,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2019,Man-in-the-Middle,unknown,pii_customer,259993,45000,34.5,95.66,58,4,4.22,100.0,95.66,IBM_Global×Multiplier,,LEAN
Retail,UK,2019,Phishing,unknown,pii_customer,232359,23000,8.9,90.13,17,1,3.798,100.0,90.13,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2018,Phishing,vulnerability exploit,pii_customer,800031,45000,34.5,84.9,10,1,4.22,100.0,84.9,IBM_Global×Multiplier,,LEAN
Healthcare,UK,2016,Phishing,vulnerability exploit,pii_customer,925040,10700,19.2,71.19,48,4,8.44,100.0,71.19,IBM_Global×Multiplier,,LEAN
IT,Brazil,2016,Malware,unknown,pii_customer,273469,8900,12.3,99.29,67,4,4.22,100.0,99.29,IBM_Global×Multiplier,,LEAN
Banking,Germany,2024,Malware,unknown,pii_customer,797768,8900,12.3,22.84,58,4,4.22,100.0,22.84,IBM_Global×Multiplier,,LEAN
Education,Japan,2022,DDoS,unknown,pii_customer,905203,3400,2.1,82.19,37,3,3.376,100.0,82.19,IBM_Global×Multiplier,,LEAN
Telecommunications,India,2023,Phishing,unknown,pii_customer,512291,45000,34.5,11.72,51,4,4.22,100.0,11.72,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2017,Phishing,unknown,pii_customer,416833,45000,34.5,27.08,9,1,4.22,100.0,27.08,IBM_Global×Multiplier,,LEAN
Government,UK,2015,Ransomware,vulnerability exploit,pii_customer,744505,2300,8.9,30.74,43,4,4.22,100.0,30.74,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2020,Malware,unknown,pii_customer,755029,8900,12.3,79.61,27,3,4.22,100.0,79.61,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2017,Malware,unknown,pii_customer,660182,8900,12.3,99.22,21,2,4.22,100.0,99.22,IBM_Global×Multiplier,,LEAN
Retail,India,2016,Ransomware,unknown,pii_customer,403737,23000,8.9,29.48,26,3,3.798,100.0,29.48,IBM_Global×Multiplier,,LEAN
Retail,China,2019,DDoS,unknown,pii_customer,86783,23000,8.9,7.87,12,1,3.798,100.0,7.87,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2022,DDoS,unknown,pii_customer,390083,45000,34.5,86.77,72,4,4.22,100.0,86.77,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2023,Man-in-the-Middle,unknown,pii_customer,376174,8900,12.3,20.15,43,4,4.22,100.0,20.15,IBM_Global×Multiplier,,LEAN
Government,UK,2022,Ransomware,unknown,pii_customer,485080,2300,8.9,31.94,61,4,4.22,100.0,31.94,IBM_Global×Multiplier,,LEAN
Banking,France,2024,Ransomware,vulnerability exploit,pii_customer,759804,8900,12.3,78.82,47,4,4.22,100.0,78.82,IBM_Global×Multiplier,,LEAN
IT,Japan,2017,Phishing,unknown,pii_customer,286208,8900,12.3,65.62,57,4,4.22,100.0,65.62,IBM_Global×Multiplier,,LEAN
IT,USA,2017,Malware,vulnerability exploit,pii_customer,992377,8900,12.3,75.53,33,3,4.22,100.0,75.53,IBM_Global×Multiplier,,LEAN
Education,USA,2021,Man-in-the-Middle,unknown,pii_customer,48987,3400,2.1,36.06,58,4,3.376,100.0,36.06,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2021,SQL Injection,vulnerability exploit,pii_customer,538602,45000,34.5,68.07,19,2,4.22,100.0,68.07,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2015,Malware,unknown,pii_customer,808392,10700,19.2,26.29,4,1,8.44,100.0,26.29,IBM_Global×Multiplier,,LEAN
IT,UK,2015,Ransomware,unknown,pii_customer,21580,8900,12.3,26.12,14,1,4.22,100.0,26.12,IBM_Global×Multiplier,,LEAN
Government,France,2020,Phishing,unknown,pii_customer,209658,2300,8.9,94.44,11,1,4.22,100.0,94.44,IBM_Global×Multiplier,,LEAN
Retail,Japan,2017,Man-in-the-Middle,unknown,pii_customer,559889,23000,8.9,74.12,10,1,3.798,100.0,74.12,IBM_Global×Multiplier,,LEAN
Government,France,2015,SQL Injection,unknown,pii_customer,344516,2300,8.9,12.92,28,3,4.22,100.0,12.92,IBM_Global×Multiplier,,LEAN
Retail,Australia,2024,Phishing,unknown,pii_customer,897569,23000,8.9,73.43,66,4,3.798,100.0,73.43,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2023,SQL Injection,unknown,pii_customer,538688,10700,19.2,99.19,36,3,8.44,100.0,99.19,IBM_Global×Multiplier,,LEAN
Government,China,2015,DDoS,unknown,pii_customer,303975,2300,8.9,22.71,2,1,4.22,100.0,22.71,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2022,SQL Injection,vulnerability exploit,pii_customer,822256,45000,34.5,67.62,60,4,4.22,100.0,67.62,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2019,Man-in-the-Middle,unknown,pii_customer,521877,10700,19.2,53.82,66,4,8.44,100.0,53.82,IBM_Global×Multiplier,,LEAN
Education,Brazil,2016,SQL Injection,unknown,pii_customer,758258,3400,2.1,55.83,44,4,3.376,100.0,55.83,IBM_Global×Multiplier,,LEAN
IT,Brazil,2016,DDoS,unknown,pii_customer,988369,8900,12.3,17.12,26,3,4.22,100.0,17.12,IBM_Global×Multiplier,,LEAN
Healthcare,France,2022,Malware,unknown,pii_customer,325521,10700,19.2,67.89,69,4,8.44,100.0,67.89,IBM_Global×Multiplier,,LEAN
IT,Germany,2021,Ransomware,unknown,pii_customer,254933,8900,12.3,5.54,41,3,4.22,100.0,5.54,IBM_Global×Multiplier,,LEAN
Government,UK,2023,DDoS,vulnerability exploit,pii_customer,339144,2300,8.9,55.28,26,3,4.22,100.0,55.28,IBM_Global×Multiplier,,LEAN
Education,India,2022,Ransomware,vulnerability exploit,pii_customer,170002,3400,2.1,57.52,54,4,3.376,100.0,57.52,IBM_Global×Multiplier,,LEAN
Government,Japan,2019,DDoS,unknown,pii_customer,491269,2300,8.9,74.65,67,4,4.22,100.0,74.65,IBM_Global×Multiplier,,LEAN
Banking,China,2019,Phishing,unknown,pii_customer,341100,8900,12.3,49.14,37,3,4.22,100.0,49.14,IBM_Global×Multiplier,,LEAN
Government,India,2018,DDoS,vulnerability exploit,pii_customer,446170,2300,8.9,36.04,72,4,4.22,100.0,36.04,IBM_Global×Multiplier,,LEAN
Telecommunications,India,2015,Malware,unknown,pii_customer,28398,45000,34.5,14.09,22,2,4.22,100.0,14.09,IBM_Global×Multiplier,,LEAN
Telecommunications,France,2017,Ransomware,unknown,pii_customer,180698,45000,34.5,66.36,53,4,4.22,100.0,66.36,IBM_Global×Multiplier,,LEAN
Healthcare,Germany,2017,Malware,unknown,pii_customer,676384,10700,19.2,8.53,44,4,8.44,100.0,8.53,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2015,Ransomware,vulnerability exploit,pii_customer,961557,10700,19.2,61.91,64,4,8.44,100.0,61.91,IBM_Global×Multiplier,,LEAN
Education,Japan,2020,Phishing,unknown,pii_customer,345334,3400,2.1,54.47,25,2,3.376,100.0,54.47,IBM_Global×Multiplier,,LEAN
Education,Russia,2024,Phishing,unknown,pii_customer,263407,3400,2.1,87.88,8,1,3.376,100.0,87.88,IBM_Global×Multiplier,,LEAN
IT,Russia,2017,Phishing,unknown,pii_customer,791350,8900,12.3,89.22,32,3,4.22,100.0,89.22,IBM_Global×Multiplier,,LEAN
Telecommunications,China,2022,Ransomware,unknown,pii_customer,591819,45000,34.5,64.92,49,4,4.22,100.0,64.92,IBM_Global×Multiplier,,LEAN
IT,UK,2016,SQL Injection,vulnerability exploit,pii_customer,186612,8900,12.3,6.59,30,3,4.22,100.0,6.59,IBM_Global×Multiplier,,LEAN
Retail,Japan,2018,Ransomware,unknown,pii_customer,187730,23000,8.9,48.0,26,3,3.798,100.0,48.0,IBM_Global×Multiplier,,LEAN
IT,France,2015,SQL Injection,unknown,pii_customer,6456,8900,12.3,87.78,69,4,4.22,100.0,87.78,IBM_Global×Multiplier,,LEAN
Banking,Japan,2020,Malware,unknown,pii_customer,762662,8900,12.3,15.73,56,4,4.22,100.0,15.73,IBM_Global×Multiplier,,LEAN
IT,UK,2015,Phishing,unknown,pii_customer,256396,8900,12.3,30.26,29,3,4.22,100.0,30.26,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2021,SQL Injection,unknown,pii_customer,437634,10700,19.2,54.59,29,3,8.44,100.0,54.59,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2015,Malware,unknown,pii_customer,80855,10700,19.2,63.09,53,4,8.44,100.0,63.09,IBM_Global×Multiplier,,LEAN
Retail,India,2016,Phishing,vulnerability exploit,pii_customer,967614,23000,8.9,59.36,71,4,3.798,100.0,59.36,IBM_Global×Multiplier,,LEAN
IT,Japan,2020,Ransomware,unknown,pii_customer,934400,8900,12.3,79.52,4,1,4.22,100.0,79.52,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2023,Man-in-the-Middle,unknown,pii_customer,547719,45000,34.5,87.83,22,2,4.22,100.0,87.83,IBM_Global×Multiplier,,LEAN
Healthcare,China,2016,Malware,unknown,pii_customer,808984,10700,19.2,96.63,26,3,8.44,100.0,96.63,IBM_Global×Multiplier,,LEAN
Banking,Japan,2023,Ransomware,unknown,pii_customer,261038,8900,12.3,52.86,48,4,4.22,100.0,52.86,IBM_Global×Multiplier,,LEAN
Education,China,2024,Phishing,unknown,pii_customer,841054,3400,2.1,4.01,49,4,3.376,100.0,4.01,IBM_Global×Multiplier,,LEAN
IT,China,2019,Ransomware,unknown,pii_customer,175038,8900,12.3,68.02,67,4,4.22,100.0,68.02,IBM_Global×Multiplier,,LEAN
Retail,Russia,2022,Phishing,unknown,pii_customer,774613,23000,8.9,67.17,53,4,3.798,100.0,67.17,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2021,Phishing,unknown,pii_customer,558357,10700,19.2,37.45,49,4,8.44,100.0,37.45,IBM_Global×Multiplier,,LEAN
Retail,India,2017,Phishing,unknown,pii_customer,620056,23000,8.9,36.78,14,1,3.798,100.0,36.78,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2018,Malware,unknown,pii_customer,90640,10700,19.2,40.66,56,4,8.44,100.0,40.66,IBM_Global×Multiplier,,LEAN
Retail,Russia,2022,Ransomware,vulnerability exploit,pii_customer,449596,23000,8.9,76.93,3,1,3.798,100.0,76.93,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2020,Ransomware,unknown,pii_customer,207842,10700,19.2,58.91,40,3,8.44,100.0,58.91,IBM_Global×Multiplier,,LEAN
Retail,Germany,2017,Phishing,unknown,pii_customer,908249,23000,8.9,93.6,53,4,3.798,100.0,93.6,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2017,Phishing,unknown,pii_customer,470895,10700,19.2,47.39,63,4,8.44,100.0,47.39,IBM_Global×Multiplier,,LEAN
Education,France,2017,Malware,vulnerability exploit,pii_customer,342049,3400,2.1,3.21,31,3,3.376,100.0,3.21,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2018,Phishing,unknown,pii_customer,316891,8900,12.3,98.75,55,4,4.22,100.0,98.75,IBM_Global×Multiplier,,LEAN
Education,India,2019,Man-in-the-Middle,unknown,pii_customer,633466,3400,2.1,27.45,16,1,3.376,100.0,27.45,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2023,Malware,unknown,pii_customer,123866,45000,34.5,23.98,43,4,4.22,100.0,23.98,IBM_Global×Multiplier,,LEAN
Telecommunications,France,2017,DDoS,vulnerability exploit,pii_customer,305905,45000,34.5,79.93,44,4,4.22,100.0,79.93,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2023,SQL Injection,vulnerability exploit,pii_customer,702942,45000,34.5,3.66,34,3,4.22,100.0,3.66,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2016,Man-in-the-Middle,unknown,pii_customer,11339,23000,8.9,72.78,34,3,3.798,100.0,72.78,IBM_Global×Multiplier,,LEAN
Banking,UK,2017,SQL Injection,unknown,pii_customer,8385,8900,12.3,73.88,69,4,4.22,100.0,73.88,IBM_Global×Multiplier,,LEAN
Banking,Russia,2024,Ransomware,unknown,pii_customer,21810,8900,12.3,52.8,48,4,4.22,100.0,52.8,IBM_Global×Multiplier,,LEAN
Healthcare,India,2018,Man-in-the-Middle,unknown,pii_customer,7347,10700,19.2,94.6,7,1,8.44,100.0,94.6,IBM_Global×Multiplier,,LEAN
Education,Germany,2021,SQL Injection,unknown,pii_customer,61463,3400,2.1,1.62,58,4,3.376,100.0,1.62,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2020,DDoS,unknown,pii_customer,683572,10700,19.2,0.82,69,4,8.44,100.0,0.82,IBM_Global×Multiplier,,LEAN
Healthcare,Germany,2015,Malware,unknown,pii_customer,654633,10700,19.2,90.91,43,4,8.44,100.0,90.91,IBM_Global×Multiplier,,LEAN
Banking,Japan,2021,DDoS,unknown,pii_customer,311274,8900,12.3,32.84,67,4,4.22,100.0,32.84,IBM_Global×Multiplier,,LEAN
Education,Russia,2017,Malware,unknown,pii_customer,185208,3400,2.1,63.33,3,1,3.376,100.0,63.33,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2022,Man-in-the-Middle,unknown,pii_customer,182378,10700,19.2,27.82,10,1,8.44,100.0,27.82,IBM_Global×Multiplier,,LEAN
IT,China,2016,Phishing,unknown,pii_customer,800480,8900,12.3,7.73,31,3,4.22,100.0,7.73,IBM_Global×Multiplier,,LEAN
Banking,India,2019,DDoS,vulnerability exploit,pii_customer,147761,8900,12.3,46.98,68,4,4.22,100.0,46.98,IBM_Global×Multiplier,,LEAN
Banking,Russia,2024,Ransomware,vulnerability exploit,pii_customer,923911,8900,12.3,80.11,60,4,4.22,100.0,80.11,IBM_Global×Multiplier,,LEAN
Education,Germany,2024,Ransomware,unknown,pii_customer,418893,3400,2.1,11.81,31,3,3.376,100.0,11.81,IBM_Global×Multiplier,,LEAN
Education,Germany,2016,Ransomware,unknown,pii_customer,914593,3400,2.1,15.09,1,1,3.376,100.0,15.09,IBM_Global×Multiplier,,LEAN
Banking,Japan,2015,SQL Injection,unknown,pii_customer,344789,8900,12.3,20.69,69,4,4.22,100.0,20.69,IBM_Global×Multiplier,,LEAN
Telecommunications,India,2019,DDoS,unknown,pii_customer,116906,45000,34.5,36.86,7,1,4.22,100.0,36.86,IBM_Global×Multiplier,,LEAN
Education,Australia,2019,Phishing,unknown,pii_customer,812343,3400,2.1,10.87,16,1,3.376,100.0,10.87,IBM_Global×Multiplier,,LEAN
IT,China,2017,Malware,unknown,pii_customer,346390,8900,12.3,18.17,36,3,4.22,100.0,18.17,IBM_Global×Multiplier,,LEAN
IT,Brazil,2018,Phishing,unknown,pii_customer,30925,8900,12.3,13.89,43,4,4.22,100.0,13.89,IBM_Global×Multiplier,,LEAN
Government,UK,2017,DDoS,unknown,pii_customer,663812,2300,8.9,15.63,57,4,4.22,100.0,15.63,IBM_Global×Multiplier,,LEAN
Government,Brazil,2020,Man-in-the-Middle,unknown,pii_customer,220978,2300,8.9,32.72,47,4,4.22,100.0,32.72,IBM_Global×Multiplier,,LEAN
Banking,UK,2021,DDoS,vulnerability exploit,pii_customer,100486,8900,12.3,97.03,31,3,4.22,100.0,97.03,IBM_Global×Multiplier,,LEAN
Education,Russia,2023,SQL Injection,unknown,pii_customer,195733,3400,2.1,75.63,70,4,3.376,100.0,75.63,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2023,Man-in-the-Middle,unknown,pii_customer,707978,10700,19.2,64.21,41,3,8.44,100.0,64.21,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2018,Phishing,unknown,pii_customer,456432,10700,19.2,99.14,66,4,8.44,100.0,99.14,IBM_Global×Multiplier,,LEAN
IT,Brazil,2016,Man-in-the-Middle,unknown,pii_customer,37230,8900,12.3,75.51,52,4,4.22,100.0,75.51,IBM_Global×Multiplier,,LEAN
Government,UK,2015,DDoS,vulnerability exploit,pii_customer,890414,2300,8.9,11.68,28,3,4.22,100.0,11.68,IBM_Global×Multiplier,,LEAN
IT,France,2021,Malware,unknown,pii_customer,440358,8900,12.3,33.84,5,1,4.22,100.0,33.84,IBM_Global×Multiplier,,LEAN
Healthcare,India,2022,Malware,vulnerability exploit,pii_customer,400752,10700,19.2,38.89,36,3,8.44,100.0,38.89,IBM_Global×Multiplier,,LEAN
Banking,France,2018,Phishing,unknown,pii_customer,134364,8900,12.3,89.77,63,4,4.22,100.0,89.77,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2017,DDoS,unknown,pii_customer,406483,45000,34.5,15.01,62,4,4.22,100.0,15.01,IBM_Global×Multiplier,,LEAN
IT,Brazil,2018,SQL Injection,unknown,pii_customer,661583,8900,12.3,98.38,30,3,4.22,100.0,98.38,IBM_Global×Multiplier,,LEAN
Education,Russia,2015,SQL Injection,unknown,pii_customer,642834,3400,2.1,23.49,34,3,3.376,100.0,23.49,IBM_Global×Multiplier,,LEAN
IT,Brazil,2017,Ransomware,vulnerability exploit,pii_customer,493087,8900,12.3,9.43,44,4,4.22,100.0,9.43,IBM_Global×Multiplier,,LEAN
IT,Brazil,2021,Man-in-the-Middle,unknown,pii_customer,966570,8900,12.3,97.37,32,3,4.22,100.0,97.37,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2022,Phishing,unknown,pii_customer,687383,45000,34.5,73.26,8,1,4.22,100.0,73.26,IBM_Global×Multiplier,,LEAN
Retail,Germany,2020,Phishing,unknown,pii_customer,733304,23000,8.9,78.84,19,2,3.798,100.0,78.84,IBM_Global×Multiplier,,LEAN
Telecommunications,India,2023,Ransomware,unknown,pii_customer,661681,45000,34.5,3.51,14,1,4.22,100.0,3.51,IBM_Global×Multiplier,,LEAN
IT,France,2020,SQL Injection,unknown,pii_customer,644538,8900,12.3,25.32,57,4,4.22,100.0,25.32,IBM_Global×Multiplier,,LEAN
Banking,Germany,2015,Phishing,unknown,pii_customer,861637,8900,12.3,58.78,15,1,4.22,100.0,58.78,IBM_Global×Multiplier,,LEAN
Telecommunications,Brazil,2016,SQL Injection,unknown,pii_customer,393189,45000,34.5,73.76,37,3,4.22,100.0,73.76,IBM_Global×Multiplier,,LEAN
