Incident_ID,Date_Reported,Company_Name,Industry,Country,Attack_Type,Records_Compromised,Attack_Vector,Data_Type,Ransom_Amount_USD,Recovery_Time_Days,Financial_Impact_Million_USD,CISO_Present,Security_Budget_Million_USD,Employee_Count,Previous_Incidents,Patch_Status,MFA_Enabled,Security_Training_Hours,Incident_Severity,Attribution,Response_Time_Hours,Regulatory_Fine_Million_USD,Stock_Impact_Percent,Customer_Churn_Percent,Reputation_Score_Change,Year,Per_Record_Cost_USD,Baseline_Industry_Cost_Million_USD,Estimated_Financial_Impact_Million_USD,Baseline_Source_x,PerRecord_Source_x,Source_Tag,Baseline_Source_y,Baseline_Source,PerRecord_Source_y,PerRecord_Source
,,,Government,Germany,Malware,219703,,,,,82.72,,,,,,,,33.0,,,,,,,2021,100.31243975865726,54.44,82.72,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Japan,Man-in-the-Middle,530947,,,,,18.96,,,,,,,,12.0,,,,,,,2016,100.31243975865726,3.54,18.96,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,UK,SQL Injection,576110,,,,,53.39,,,,,,,,37.0,,,,,,,2017,100.31243975865726,53.3,53.39,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,UK,Man-in-the-Middle,177154,,,,,48.9,,,,,,,,68.0,,,,,,,2017,100.31243975865726,54.44,48.9,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,France,SQL Injection,212177,,,,,60.77,,,,,,,,2.0,,,,,,,2017,100.31243975865726,7.42,60.77,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Germany,DDoS,8787,,,,,91.24,,,,,,,,55.0,,,,,,,2021,100.31243975865726,50.75,91.24,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,USA,Phishing,291727,,,,,41.36,,,,,,,,31.0,,,,,,,2015,100.31243975865726,3.8,41.36,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Germany,DDoS,987652,,,,,78.18,,,,,,,,72.0,,,,,,,2022,100.31243975865726,53.3,78.18,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,China,Ransomware,236284,,,,,16.16,,,,,,,,38.0,,,,,,,2022,100.31243975865726,51.230000000000004,16.16,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,USA,Man-in-the-Middle,209853,,,,,15.63,,,,,,,,1.0,,,,,,,2020,100.31243975865726,51.230000000000004,15.63,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Australia,DDoS,755621,,,,,36.29,,,,,,,,50.0,,,,,,,2020,100.31243975865726,3.54,36.29,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,France,SQL Injection,694844,,,,,61.41,,,,,,,,43.0,,,,,,,2015,100.31243975865726,3.54,61.41,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,France,SQL Injection,795831,,,,,53.72,,,,,,,,61.0,,,,,,,2018,100.31243975865726,3.54,53.72,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Brazil,DDoS,342253,,,,,17.4,,,,,,,,22.0,,,,,,,2020,100.31243975865726,3.54,17.4,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,Phishing,638693,,,,,75.94,,,,,,,,35.0,,,,,,,2016,100.31243975865726,3.54,75.94,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,USA,Phishing,618616,,,,,55.9,,,,,,,,51.0,,,,,,,2018,100.31243975865726,50.75,55.9,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Brazil,SQL Injection,774426,,,,,56.76,,,,,,,,21.0,,,,,,,2023,100.31243975865726,3.54,56.76,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Australia,DDoS,900661,,,,,76.25,,,,,,,,64.0,,,,,,,2023,100.31243975865726,54.44,76.25,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,India,Phishing,141627,,,,,75.23,,,,,,,,64.0,,,,,,,2019,100.31243975865726,51.230000000000004,75.23,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Germany,Phishing,845785,,,,,3.93,,,,,,,,69.0,,,,,,,2024,100.31243975865726,53.3,3.93,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Australia,Malware,120048,,,,,99.41,,,,,,,,12.0,,,,,,,2015,100.31243975865726,3.54,99.41,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,Malware,894935,,,,,32.89,,,,,,,,31.0,,,,,,,2016,100.31243975865726,3.54,32.89,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Japan,SQL Injection,277555,,,,,21.66,,,,,,,,45.0,,,,,,,2017,100.31243975865726,7.42,21.66,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Australia,Ransomware,461012,,,,,85.86,,,,,,,,38.0,,,,,,,2024,100.31243975865726,3.8,85.86,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Russia,SQL Injection,599291,,,,,80.23,,,,,,,,55.0,,,,,,,2021,100.31243975865726,51.230000000000004,80.23,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Australia,Man-in-the-Middle,163602,,,,,31.92,,,,,,,,26.0,,,,,,,2016,100.31243975865726,54.44,31.92,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,UK,SQL Injection,986196,,,,,39.03,,,,,,,,11.0,,,,,,,2021,100.31243975865726,54.44,39.03,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,France,Ransomware,349008,,,,,99.03,,,,,,,,20.0,,,,,,,2024,100.31243975865726,3.54,99.03,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Germany,SQL Injection,559667,,,,,25.1,,,,,,,,69.0,,,,,,,2022,100.31243975865726,3.54,25.1,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Russia,DDoS,335628,,,,,67.27,,,,,,,,20.0,,,,,,,2018,100.31243975865726,7.42,67.27,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Germany,Ransomware,385363,,,,,29.89,,,,,,,,22.0,,,,,,,2016,100.31243975865726,3.8,29.89,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,USA,Man-in-the-Middle,945793,,,,,15.92,,,,,,,,32.0,,,,,,,2021,100.31243975865726,3.8,15.92,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Russia,SQL Injection,595950,,,,,95.93,,,,,,,,11.0,,,,,,,2016,100.31243975865726,51.230000000000004,95.93,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Japan,DDoS,756722,,,,,12.61,,,,,,,,15.0,,,,,,,2022,100.31243975865726,3.8,12.61,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Australia,Ransomware,594424,,,,,39.92,,,,,,,,54.0,,,,,,,2024,100.31243975865726,54.44,39.92,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,China,Malware,457790,,,,,19.36,,,,,,,,39.0,,,,,,,2015,100.31243975865726,3.54,19.36,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,China,Ransomware,549337,,,,,70.47,,,,,,,,63.0,,,,,,,2024,100.31243975865726,51.230000000000004,70.47,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,France,Malware,714681,,,,,53.34,,,,,,,,34.0,,,,,,,2023,100.31243975865726,7.42,53.34,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,India,Malware,849745,,,,,84.15,,,,,,,,51.0,,,,,,,2022,100.31243975865726,54.44,84.15,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Brazil,SQL Injection,826256,,,,,27.64,,,,,,,,50.0,,,,,,,2019,100.31243975865726,50.75,27.64,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,DDoS,617543,,,,,9.01,,,,,,,,43.0,,,,,,,2017,100.31243975865726,53.3,9.01,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,USA,SQL Injection,895507,,,,,9.08,,,,,,,,52.0,,,,,,,2017,100.31243975865726,50.75,9.08,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,UK,SQL Injection,2233,,,,,67.9,,,,,,,,45.0,,,,,,,2020,100.31243975865726,7.42,67.9,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Japan,Phishing,76776,,,,,71.12,,,,,,,,42.0,,,,,,,2022,100.31243975865726,54.44,71.12,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,China,Ransomware,175261,,,,,6.08,,,,,,,,64.0,,,,,,,2019,100.31243975865726,3.54,6.08,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Australia,Man-in-the-Middle,746369,,,,,90.85,,,,,,,,30.0,,,,,,,2016,100.31243975865726,7.42,90.85,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Australia,Malware,563706,,,,,77.32,,,,,,,,35.0,,,,,,,2017,100.31243975865726,7.42,77.32,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,India,DDoS,254980,,,,,12.01,,,,,,,,58.0,,,,,,,2022,100.31243975865726,7.42,12.01,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Russia,Malware,869574,,,,,0.54,,,,,,,,16.0,,,,,,,2021,100.31243975865726,3.8,0.54,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Russia,Malware,282598,,,,,95.33,,,,,,,,21.0,,,,,,,2015,100.31243975865726,53.3,95.33,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Brazil,Malware,422623,,,,,62.77,,,,,,,,55.0,,,,,,,2023,100.31243975865726,51.230000000000004,62.77,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Brazil,Malware,937717,,,,,83.06,,,,,,,,56.0,,,,,,,2021,100.31243975865726,7.42,83.06,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,India,Man-in-the-Middle,416077,,,,,71.64,,,,,,,,39.0,,,,,,,2021,100.31243975865726,51.230000000000004,71.64,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Australia,Man-in-the-Middle,112313,,,,,47.67,,,,,,,,63.0,,,,,,,2019,100.31243975865726,50.75,47.67,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Australia,Man-in-the-Middle,799971,,,,,79.72,,,,,,,,63.0,,,,,,,2017,100.31243975865726,51.230000000000004,79.72,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Japan,Man-in-the-Middle,690595,,,,,47.11,,,,,,,,71.0,,,,,,,2018,100.31243975865726,3.54,47.11,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,India,Man-in-the-Middle,713419,,,,,69.69,,,,,,,,70.0,,,,,,,2017,100.31243975865726,54.44,69.69,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Australia,Man-in-the-Middle,707365,,,,,81.31,,,,,,,,38.0,,,,,,,2022,100.31243975865726,7.42,81.31,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Brazil,Malware,155059,,,,,83.88,,,,,,,,29.0,,,,,,,2016,100.31243975865726,7.42,83.88,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Russia,Phishing,923558,,,,,85.01,,,,,,,,41.0,,,,,,,2022,100.31243975865726,50.75,85.01,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Germany,DDoS,239313,,,,,20.55,,,,,,,,6.0,,,,,,,2022,100.31243975865726,51.230000000000004,20.55,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Russia,Ransomware,874485,,,,,60.08,,,,,,,,48.0,,,,,,,2023,100.31243975865726,51.230000000000004,60.08,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Russia,SQL Injection,90895,,,,,46.95,,,,,,,,29.0,,,,,,,2016,100.31243975865726,7.42,46.95,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,China,Man-in-the-Middle,529593,,,,,47.2,,,,,,,,64.0,,,,,,,2015,100.31243975865726,3.54,47.2,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Germany,Phishing,610201,,,,,46.92,,,,,,,,72.0,,,,,,,2018,100.31243975865726,54.44,46.92,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,USA,DDoS,863623,,,,,1.98,,,,,,,,24.0,,,,,,,2021,100.31243975865726,51.230000000000004,1.98,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,USA,Malware,755771,,,,,14.28,,,,,,,,44.0,,,,,,,2018,100.31243975865726,7.42,14.28,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Japan,SQL Injection,164032,,,,,66.23,,,,,,,,5.0,,,,,,,2021,100.31243975865726,51.230000000000004,66.23,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Russia,Man-in-the-Middle,259993,,,,,95.66,,,,,,,,58.0,,,,,,,2019,100.31243975865726,51.230000000000004,95.66,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,UK,Phishing,232359,,,,,90.13,,,,,,,,17.0,,,,,,,2019,100.31243975865726,3.54,90.13,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Germany,Phishing,800031,,,,,84.9,,,,,,,,10.0,,,,,,,2018,100.31243975865726,51.230000000000004,84.9,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,UK,Phishing,925040,,,,,71.19,,,,,,,,48.0,,,,,,,2016,100.31243975865726,7.42,71.19,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Brazil,Malware,273469,,,,,99.29,,,,,,,,67.0,,,,,,,2016,100.31243975865726,53.3,99.29,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Germany,Malware,797768,,,,,22.84,,,,,,,,58.0,,,,,,,2024,100.31243975865726,50.75,22.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Japan,DDoS,905203,,,,,82.19,,,,,,,,37.0,,,,,,,2022,100.31243975865726,3.8,82.19,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,India,Phishing,512291,,,,,11.72,,,,,,,,51.0,,,,,,,2023,100.31243975865726,51.230000000000004,11.72,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,UK,Phishing,416833,,,,,27.08,,,,,,,,9.0,,,,,,,2017,100.31243975865726,51.230000000000004,27.08,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,UK,Ransomware,744505,,,,,30.74,,,,,,,,43.0,,,,,,,2015,100.31243975865726,54.44,30.74,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Brazil,Malware,755029,,,,,79.61,,,,,,,,27.0,,,,,,,2020,100.31243975865726,50.75,79.61,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Brazil,Malware,660182,,,,,99.22,,,,,,,,21.0,,,,,,,2017,100.31243975865726,50.75,99.22,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,India,Ransomware,403737,,,,,29.48,,,,,,,,26.0,,,,,,,2016,100.31243975865726,3.54,29.48,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,China,DDoS,86783,,,,,7.87,,,,,,,,12.0,,,,,,,2019,100.31243975865726,3.54,7.87,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Australia,DDoS,390083,,,,,86.77,,,,,,,,72.0,,,,,,,2022,100.31243975865726,51.230000000000004,86.77,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Brazil,Man-in-the-Middle,376174,,,,,20.15,,,,,,,,43.0,,,,,,,2023,100.31243975865726,50.75,20.15,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,UK,Ransomware,485080,,,,,31.94,,,,,,,,61.0,,,,,,,2022,100.31243975865726,54.44,31.94,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,France,Ransomware,759804,,,,,78.82,,,,,,,,47.0,,,,,,,2024,100.31243975865726,50.75,78.82,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Japan,Phishing,286208,,,,,65.62,,,,,,,,57.0,,,,,,,2017,100.31243975865726,53.3,65.62,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,USA,Malware,992377,,,,,75.53,,,,,,,,33.0,,,,,,,2017,100.31243975865726,53.3,75.53,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,USA,Man-in-the-Middle,48987,,,,,36.06,,,,,,,,58.0,,,,,,,2021,100.31243975865726,3.8,36.06,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Russia,SQL Injection,538602,,,,,68.07,,,,,,,,19.0,,,,,,,2021,100.31243975865726,51.230000000000004,68.07,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Japan,Malware,808392,,,,,26.29,,,,,,,,4.0,,,,,,,2015,100.31243975865726,7.42,26.29,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,UK,Ransomware,21580,,,,,26.12,,,,,,,,14.0,,,,,,,2015,100.31243975865726,53.3,26.12,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,France,Phishing,209658,,,,,94.44,,,,,,,,11.0,,,,,,,2020,100.31243975865726,54.44,94.44,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Japan,Man-in-the-Middle,559889,,,,,74.12,,,,,,,,10.0,,,,,,,2017,100.31243975865726,3.54,74.12,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,France,SQL Injection,344516,,,,,12.92,,,,,,,,28.0,,,,,,,2015,100.31243975865726,54.44,12.92,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Australia,Phishing,897569,,,,,73.43,,,,,,,,66.0,,,,,,,2024,100.31243975865726,3.54,73.43,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Australia,SQL Injection,538688,,,,,99.19,,,,,,,,36.0,,,,,,,2023,100.31243975865726,7.42,99.19,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,China,DDoS,303975,,,,,22.71,,,,,,,,2.0,,,,,,,2015,100.31243975865726,54.44,22.71,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Japan,SQL Injection,822256,,,,,67.62,,,,,,,,60.0,,,,,,,2022,100.31243975865726,51.230000000000004,67.62,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Russia,Man-in-the-Middle,521877,,,,,53.82,,,,,,,,66.0,,,,,,,2019,100.31243975865726,7.42,53.82,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Brazil,SQL Injection,758258,,,,,55.83,,,,,,,,44.0,,,,,,,2016,100.31243975865726,3.8,55.83,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Brazil,DDoS,988369,,,,,17.12,,,,,,,,26.0,,,,,,,2016,100.31243975865726,53.3,17.12,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,France,Malware,325521,,,,,67.89,,,,,,,,69.0,,,,,,,2022,100.31243975865726,7.42,67.89,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Germany,Ransomware,254933,,,,,5.54,,,,,,,,41.0,,,,,,,2021,100.31243975865726,53.3,5.54,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,UK,DDoS,339144,,,,,55.28,,,,,,,,26.0,,,,,,,2023,100.31243975865726,54.44,55.28,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,India,Ransomware,170002,,,,,57.52,,,,,,,,54.0,,,,,,,2022,100.31243975865726,3.8,57.52,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Japan,DDoS,491269,,,,,74.65,,,,,,,,67.0,,,,,,,2019,100.31243975865726,54.44,74.65,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,China,Phishing,341100,,,,,49.14,,,,,,,,37.0,,,,,,,2019,100.31243975865726,50.75,49.14,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,India,DDoS,446170,,,,,36.04,,,,,,,,72.0,,,,,,,2018,100.31243975865726,54.44,36.04,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,India,Malware,28398,,,,,14.09,,,,,,,,22.0,,,,,,,2015,100.31243975865726,51.230000000000004,14.09,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,France,Ransomware,180698,,,,,66.36,,,,,,,,53.0,,,,,,,2017,100.31243975865726,51.230000000000004,66.36,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Germany,Malware,676384,,,,,8.53,,,,,,,,44.0,,,,,,,2017,100.31243975865726,7.42,8.53,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Brazil,Ransomware,961557,,,,,61.91,,,,,,,,64.0,,,,,,,2015,100.31243975865726,7.42,61.91,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Japan,Phishing,345334,,,,,54.47,,,,,,,,25.0,,,,,,,2020,100.31243975865726,3.8,54.47,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Russia,Phishing,263407,,,,,87.88,,,,,,,,8.0,,,,,,,2024,100.31243975865726,3.8,87.88,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Russia,Phishing,791350,,,,,89.22,,,,,,,,32.0,,,,,,,2017,100.31243975865726,53.3,89.22,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,China,Ransomware,591819,,,,,64.92,,,,,,,,49.0,,,,,,,2022,100.31243975865726,51.230000000000004,64.92,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,SQL Injection,186612,,,,,6.59,,,,,,,,30.0,,,,,,,2016,100.31243975865726,53.3,6.59,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Japan,Ransomware,187730,,,,,48.0,,,,,,,,26.0,,,,,,,2018,100.31243975865726,3.54,48.0,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,France,SQL Injection,6456,,,,,87.78,,,,,,,,69.0,,,,,,,2015,100.31243975865726,53.3,87.78,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Japan,Malware,762662,,,,,15.73,,,,,,,,56.0,,,,,,,2020,100.31243975865726,50.75,15.73,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,Phishing,256396,,,,,30.26,,,,,,,,29.0,,,,,,,2015,100.31243975865726,53.3,30.26,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Brazil,SQL Injection,437634,,,,,54.59,,,,,,,,29.0,,,,,,,2021,100.31243975865726,7.42,54.59,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Russia,Malware,80855,,,,,63.09,,,,,,,,53.0,,,,,,,2015,100.31243975865726,7.42,63.09,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,India,Phishing,967614,,,,,59.36,,,,,,,,71.0,,,,,,,2016,100.31243975865726,3.54,59.36,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Japan,Ransomware,934400,,,,,79.52,,,,,,,,4.0,,,,,,,2020,100.31243975865726,53.3,79.52,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Germany,Man-in-the-Middle,547719,,,,,87.83,,,,,,,,22.0,,,,,,,2023,100.31243975865726,51.230000000000004,87.83,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,China,Malware,808984,,,,,96.63,,,,,,,,26.0,,,,,,,2016,100.31243975865726,7.42,96.63,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Japan,Ransomware,261038,,,,,52.86,,,,,,,,48.0,,,,,,,2023,100.31243975865726,50.75,52.86,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,China,Phishing,841054,,,,,4.01,,,,,,,,49.0,,,,,,,2024,100.31243975865726,3.8,4.01,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,China,Ransomware,175038,,,,,68.02,,,,,,,,67.0,,,,,,,2019,100.31243975865726,53.3,68.02,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Russia,Phishing,774613,,,,,67.17,,,,,,,,53.0,,,,,,,2022,100.31243975865726,3.54,67.17,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Japan,Phishing,558357,,,,,37.45,,,,,,,,49.0,,,,,,,2021,100.31243975865726,7.42,37.45,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,India,Phishing,620056,,,,,36.78,,,,,,,,14.0,,,,,,,2017,100.31243975865726,3.54,36.78,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Russia,Malware,90640,,,,,40.66,,,,,,,,56.0,,,,,,,2018,100.31243975865726,7.42,40.66,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Russia,Ransomware,449596,,,,,76.93,,,,,,,,3.0,,,,,,,2022,100.31243975865726,3.54,76.93,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Australia,Ransomware,207842,,,,,58.91,,,,,,,,40.0,,,,,,,2020,100.31243975865726,7.42,58.91,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Germany,Phishing,908249,,,,,93.6,,,,,,,,53.0,,,,,,,2017,100.31243975865726,3.54,93.6,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
